time,volume,price,change
1514708107,0.16552647,13022.23366437,
1514708108,0.0,13022.23366437,0.0
1514708109,0.0,13022.23366437,0.0
1514708110,0.1775,13024.69,0.00018863
1514708111,0.377,13024.69,-0.0
1514708112,1.1583043,13044.66369413,0.00153353
1514708113,0.0,13044.66369413,0.0
1514708114,0.00038232,13045.3,4.878e-05
1514708115,0.0,13045.3,0.0
1514708116,0.02,13045.3,0.0
1514708117,0.0,13045.3,0.0
1514708118,0.0,13045.3,0.0
1514708119,1.78743653,13045.29999786,-0.0
1514708120,0.35511934,13045.3,0.0
1514708121,0.0,13045.3,0.0
1514708122,0.0,13045.3,0.0
1514708123,0.0,13045.3,0.0
1514708124,0.0,13045.3,0.0
1514708125,0.0,13045.3,0.0
1514708126,0.0,13045.3,0.0
1514708127,0.0,13045.3,0.0
1514708128,0.0,13045.3,0.0
1514708129,0.0,13045.3,0.0
1514708130,0.0438,13045.3,0.0
1514708131,0.0,13045.3,0.0
1514708132,0.0,13045.3,0.0
1514708133,0.12343298,13044.62191645,-5.198e-05
1514708134,0.047,13045.29,5.122e-05
1514708135,0.01582591,13045.3,7.7e-07
1514708136,0.0,13045.3,0.0
1514708137,0.00063666,13041.76092373,-0.00027129
1514708138,0.0,13041.76092373,0.0
1514708139,0.0,13041.76092373,0.0
1514708140,0.0,13041.76092373,0.0
1514708141,0.0,13041.76092373,0.0
1514708142,0.0,13041.76092373,0.0
1514708143,0.0,13041.76092373,0.0
1514708144,0.0,13041.76092373,0.0
1514708145,0.0,13041.76092373,0.0
1514708146,0.0,13041.76092373,0.0
1514708147,0.0,13041.76092373,0.0
1514708148,0.0,13041.76092373,0.0
1514708149,0.0,13041.76092373,0.0
1514708150,0.0,13041.76092373,0.0
1514708151,0.00071413,13032.24,-0.00073003
1514708152,0.0,13032.24,0.0
1514708153,0.0,13032.24,0.0
1514708154,0.04251034,13032.23,-7.7e-07
1514708155,0.3834,13045.64602215,0.00102945
1514708156,0.0,13045.64602215,0.0
1514708157,0.0,13045.64602215,0.0
1514708158,0.0,13045.64602215,0.0
1514708159,0.08028256,13049.91681201,0.00032737
1514708160,0.0,13049.91681201,0.0
1514708161,0.0,13049.91681201,0.0
1514708162,0.013002,13050.0,6.37e-06
1514708163,0.0,13050.0,0.0
1514708164,0.0,13050.0,0.0
1514708165,0.0,13050.0,0.0
1514708166,0.0,13050.0,0.0
1514708167,0.0,13050.0,0.0
1514708168,0.0,13050.0,0.0
1514708169,0.0,13050.0,0.0
1514708170,0.0,13050.0,0.0
1514708171,0.52342094,13050.0,-0.0
1514708172,0.0,13050.0,0.0
1514708173,0.0,13050.0,0.0
1514708174,0.0,13050.0,0.0
1514708175,0.8614,13050.0,0.0
1514708176,0.0,13050.0,0.0
1514708177,0.0,13050.0,0.0
1514708178,0.000768,13049.99,-7.7e-07
1514708179,0.0,13049.99,0.0
1514708180,0.0,13049.99,0.0
1514708181,0.34636934,13038.96299901,-0.00084498
1514708182,0.0,13038.96299901,0.0
1514708183,0.0,13038.96299901,0.0
1514708184,0.25323408,13034.95198191,-0.00030762
1514708185,0.0,13034.95198191,0.0
1514708186,0.0,13034.95198191,0.0
1514708187,0.79681974,13049.97,0.00115213
1514708188,0.0,13049.97,0.0
1514708189,0.0,13049.97,0.0
1514708190,0.0,13049.97,0.0
1514708191,0.0,13049.97,0.0
1514708192,0.0,13049.97,0.0
1514708193,0.0,13049.97,0.0
1514708194,0.07377364,13049.96,-7.7e-07
1514708195,0.0,13049.96,0.0
1514708196,0.0,13049.96,0.0
1514708197,0.0,13049.96,0.0
1514708198,0.11,13049.90781864,-4e-06
1514708199,0.0,13049.90781864,0.0
1514708200,0.1979,13033.66,-0.00124505
1514708201,0.00011494,13033.65,-7.7e-07
1514708202,0.0,13033.65,0.0
1514708203,0.0,13033.65,0.0
1514708204,0.0,13033.65,0.0
1514708205,0.0,13033.65,0.0
1514708206,0.0,13033.65,0.0
1514708207,0.02909,13032.24,-0.00010818
1514708208,0.0,13032.24,0.0
1514708209,0.56027307,13032.24,0.0
1514708210,0.0,13032.24,0.0
1514708211,0.0642287,13030.12,-0.00016267
1514708212,0.0,13030.12,0.0
1514708213,0.0504,13030.11,-7.7e-07
1514708214,0.0,13030.11,0.0
1514708215,0.0,13030.11,0.0
1514708216,0.0,13030.11,0.0
1514708217,0.02990931,13029.9882342,-9.34e-06
1514708218,0.0,13029.9882342,0.0
1514708219,0.0,13029.9882342,0.0
1514708220,0.09663366,13023.81645795,-0.00047366
1514708221,0.05014179,13022.54,-9.801e-05
1514708222,0.0,13022.54,0.0
1514708223,0.1203,13029.79,0.00055673
1514708224,0.053162,13022.55,-0.00055565
1514708225,0.0,13022.55,0.0
1514708226,0.0,13022.55,0.0
1514708227,0.12737352,13021.38943453,-8.912e-05
1514708228,0.0,13021.38943453,0.0
1514708229,0.0,13021.38943453,0.0
1514708230,0.05691519,13019.33,-0.00015816
1514708231,0.12047233,13022.51771873,0.00024485
1514708232,0.0,13022.51771873,0.0
1514708233,0.29511,13015.02130184,-0.00057565
1514708234,0.21221893,13029.9632389,0.00114805
1514708235,0.0,13029.9632389,0.0
1514708236,0.0,13029.9632389,0.0
1514708237,0.0,13029.9632389,0.0
1514708238,0.015,13020.0,-0.00076464
1514708239,0.0,13020.0,0.0
1514708240,0.12567322,13019.60797552,-3.011e-05
1514708241,0.04508141,13012.21,-0.00056822
1514708242,0.0,13012.21,0.0
1514708243,0.00062855,13012.22,7.7e-07
1514708244,0.0,13012.22,0.0
1514708245,0.0,13012.22,0.0
1514708246,2.5,13008.60050739,-0.00027816
1514708247,0.0,13008.60050739,0.0
1514708248,0.0,13008.60050739,0.0
1514708249,0.08466455,13012.18,0.00027516
1514708250,0.0,13012.18,0.0
1514708251,0.0,13012.18,0.0
1514708252,0.0,13012.18,0.0
1514708253,0.10166879,13012.18,0.0
1514708254,0.0,13012.18,0.0
1514708255,0.0,13012.18,0.0
1514708256,0.0,13012.18,0.0
1514708257,0.0,13012.18,0.0
1514708258,0.0,13012.18,0.0
1514708259,0.0,13012.18,0.0
1514708260,0.0,13012.18,0.0
1514708261,0.1878,13019.10828303,0.00053245
1514708262,0.0,13019.10828303,0.0
1514708263,0.0,13019.10828303,0.0
1514708264,0.0,13019.10828303,0.0
1514708265,0.0,13019.10828303,0.0
1514708266,0.0016346,13019.13,1.67e-06
1514708267,0.0,13019.13,0.0
1514708268,0.0,13019.13,0.0
1514708269,0.0,13019.13,0.0
1514708270,0.0,13019.13,0.0
1514708271,0.0,13019.13,0.0
1514708272,0.0,13019.13,0.0
1514708273,0.0,13019.13,0.0
1514708274,0.0,13019.13,0.0
1514708275,0.0,13019.13,0.0
1514708276,0.0,13019.13,0.0
1514708277,0.3335,13018.51,-4.762e-05
1514708278,0.0,13018.51,0.0
1514708279,0.0,13018.51,0.0
1514708280,0.0,13018.51,0.0
1514708281,0.0,13018.51,0.0
1514708282,0.0,13018.51,0.0
1514708283,0.0,13018.51,0.0
1514708284,0.0,13018.51,0.0
1514708285,0.3205342,13018.51,0.0
1514708286,0.0,13018.51,0.0
1514708287,0.0,13018.51,0.0
1514708288,0.0,13018.51,0.0
1514708289,0.0,13018.51,0.0
1514708290,0.0,13018.51,0.0
1514708291,0.0,13018.51,0.0
1514708292,0.0,13018.51,0.0
1514708293,0.065,13018.51,0.0
1514708294,0.0001,13018.5,-7.7e-07
1514708295,0.0,13018.5,0.0
1514708296,0.0,13018.5,0.0
1514708297,0.0,13018.5,0.0
1514708298,0.0,13018.5,0.0
1514708299,0.04149,13016.23547843,-0.00017395
1514708300,0.0,13016.23547843,0.0
1514708301,0.0,13016.23547843,0.0
1514708302,0.0,13016.23547843,0.0
1514708303,0.0,13016.23547843,0.0
1514708304,0.3,13009.55789177,-0.00051302
1514708305,0.74034652,13007.12395489,-0.00018709
1514708306,0.0,13007.12395489,0.0
1514708307,0.0,13007.12395489,0.0
1514708308,0.01533797,13007.01,-8.76e-06
1514708309,0.0,13007.01,0.0
1514708310,0.2847,13007.0,-7.7e-07
1514708311,0.0,13007.0,0.0
1514708312,0.0,13007.0,0.0
1514708313,0.0,13007.0,0.0
1514708314,0.0,13007.0,0.0
1514708315,0.0,13007.0,0.0
1514708316,0.0,13007.0,0.0
1514708317,0.0,13007.0,0.0
1514708318,0.0,13007.0,0.0
1514708319,0.18219611,13007.0,0.0
1514708320,0.0,13007.0,0.0
1514708321,0.0,13007.0,0.0
1514708322,0.0,13007.0,0.0
1514708323,0.0,13007.0,0.0
1514708324,0.0,13007.0,0.0
1514708325,0.0,13007.0,0.0
1514708326,0.0,13007.0,0.0
1514708327,0.00449306,13005.1,-0.00014608
1514708328,0.0,13005.1,0.0
1514708329,0.0,13005.1,0.0
1514708330,0.5411,13005.1,0.0
1514708331,0.0,13005.1,0.0
1514708332,0.0,13005.1,0.0
1514708333,0.0,13005.1,0.0
1514708334,0.0,13005.1,0.0
1514708335,0.0,13005.1,0.0
1514708336,0.0,13005.1,0.0
1514708337,0.0,13005.1,0.0
1514708338,0.0,13005.1,0.0
1514708339,0.0,13005.1,0.0
1514708340,0.0,13005.1,0.0
1514708341,0.0,13005.1,0.0
1514708342,0.013,13005.02230769,-5.97e-06
1514708343,0.58,13005.0,-1.72e-06
1514708344,0.41133753,13005.01,7.7e-07
1514708345,0.0,13005.01,0.0
1514708346,0.124,13005.0,-7.7e-07
1514708347,0.0,13005.0,0.0
1514708348,0.0,13005.0,0.0
1514708349,0.0,13005.0,0.0
1514708350,0.299,13005.01,7.7e-07
1514708351,0.0004,13005.0,-7.7e-07
1514708352,0.0,13005.0,0.0
1514708353,0.0,13005.0,0.0
1514708354,0.0,13005.0,0.0
1514708355,0.0,13005.0,0.0
1514708356,0.0,13005.0,0.0
1514708357,0.0,13005.0,0.0
1514708358,0.0,13005.0,0.0
1514708359,0.0,13005.0,0.0
1514708360,0.0,13005.0,0.0
1514708361,0.14238612,13005.00297684,2.3e-07
1514708362,0.0,13005.00297684,0.0
1514708363,0.0,13005.00297684,0.0
1514708364,0.0,13005.00297684,0.0
1514708365,0.0,13005.00297684,0.0
1514708366,0.2029,13005.00950715,5e-07
1514708367,0.0,13005.00950715,0.0
1514708368,0.0,13005.00950715,0.0
1514708369,0.0,13005.00950715,0.0
1514708370,0.0,13005.00950715,0.0
1514708371,0.01534033,13005.01,4e-08
1514708372,0.0,13005.01,0.0
1514708373,0.0,13005.01,0.0
1514708374,0.0157808,13005.01,0.0
1514708375,0.0,13005.01,0.0
1514708376,0.0,13005.01,0.0
1514708377,0.0,13005.01,0.0
1514708378,0.0,13005.01,0.0
1514708379,0.02030514,13005.01,0.0
1514708380,0.0,13005.01,0.0
1514708381,0.00602215,13005.01,0.0
1514708382,0.0,13005.01,0.0
1514708383,0.9671,13005.00192431,-6.2e-07
1514708384,0.0,13005.00192431,0.0
1514708385,0.09281311,13005.01,6.2e-07
1514708386,0.04377451,13005.01,0.0
1514708387,0.0,13005.01,0.0
1514708388,0.0,13005.01,0.0
1514708389,0.3299,13005.00151258,-6.5e-07
1514708390,0.0,13005.00151258,0.0
1514708391,0.0,13005.00151258,0.0
1514708392,0.0159969,13005.01,6.5e-07
1514708393,0.0011,13005.01,0.0
1514708394,0.0,13005.01,0.0
1514708395,0.0,13005.01,0.0
1514708396,1.66631603,13005.0,-7.7e-07
1514708397,0.0,13005.0,0.0
1514708398,0.0,13005.0,0.0
1514708399,0.0,13005.0,0.0
1514708400,0.0,13005.0,0.0
1514708401,0.0,13005.0,0.0
1514708402,0.0,13005.0,0.0
1514708403,0.0,13005.0,0.0
1514708404,0.9148,13005.01,7.7e-07
1514708405,0.49335217,13005.0,-7.7e-07
1514708406,0.0,13005.0,0.0
1514708407,0.0,13005.0,0.0
1514708408,0.0,13005.0,0.0
1514708409,0.0,13005.0,0.0
1514708410,0.05,13005.01,7.7e-07
1514708411,0.0,13005.01,0.0
1514708412,0.0,13005.01,0.0
1514708413,0.0,13005.01,0.0
1514708414,0.0,13005.01,0.0
1514708415,0.0,13005.01,0.0
1514708416,0.01,13005.0,-7.7e-07
1514708417,0.0,13005.0,0.0
1514708418,0.811682,13005.0,0.0
1514708419,0.0,13005.0,0.0
1514708420,0.0,13005.0,0.0
1514708421,0.0,13005.0,0.0
1514708422,0.0,13005.0,0.0
1514708423,0.0,13005.0,0.0
1514708424,0.05,13005.01,7.7e-07
1514708425,0.0,13005.01,0.0
1514708426,0.0,13005.01,0.0
1514708427,0.0,13005.01,0.0
1514708428,0.01,13005.01,0.0
1514708429,0.0,13005.01,0.0
1514708430,0.0,13005.01,0.0
1514708431,0.0,13005.01,0.0
1514708432,0.0,13005.01,0.0
1514708433,0.0,13005.01,0.0
1514708434,0.0,13005.01,0.0
1514708435,0.0,13005.01,0.0
1514708436,0.0,13005.01,0.0
1514708437,0.0,13005.01,0.0
1514708438,0.07,13005.01,-0.0
1514708439,0.0,13005.01,0.0
1514708440,0.0,13005.01,0.0
1514708441,0.0,13005.01,0.0
1514708442,0.71370179,13004.48314738,-4.051e-05
1514708443,0.0545767,13004.01,-3.638e-05
1514708444,0.0,13004.01,0.0
1514708445,0.0,13004.01,0.0
1514708446,0.0,13004.01,0.0
1514708447,7.67e-05,13004.01,0.0
1514708448,0.0,13004.01,0.0
1514708449,0.0,13004.01,0.0
1514708450,0.0,13004.01,0.0
1514708451,0.0,13004.01,0.0
1514708452,0.0,13004.01,0.0
1514708453,0.0,13004.01,0.0
1514708454,1.0,13004.0,-7.7e-07
1514708455,0.0,13004.0,0.0
1514708456,0.02,13004.01,7.7e-07
1514708457,0.0,13004.01,0.0
1514708458,2.5,13004.0,-7.7e-07
1514708459,0.0,13004.0,0.0
